perfil;documento;cnpj_basico;uf;municipio_ibge;cultura_referencia;divida_ativa_total;divida_ativa_ajuizada;n_inscricoes;divida_ativa_corresponsavel;delta_divida_2_trimestres;flag_divida_previdenciaria;flag_divida_fgts;idade_empresa_meses;capital_social;porte;natureza_juridica;situacao_cadastral;flag_situacao_irregular;cnae_principal;flag_cnae_agro;n_filiais;n_socios;n_empresas_do_socio;n_empresas_do_socio_com_divida_ativa;n_empresas_do_socio_inaptas;n_autos_infracao;valor_multas_ambientais;flag_embargo_ativo;area_embargada_ha;volume_credito_rural_municipio;n_contratos_municipio;ticket_medio_municipio;credito_por_hectare_municipio;acionamentos_proagro_municipio;produtividade_municipal_cultura;desvio_produtividade_vs_media_5a;area_plantada_municipio_cultura;precipitacao_acumulada_ciclo;precipitacao_vs_normal_climatologica;dias_secos_consecutivos_max;anomalia_na_fase_critica;n_protestos_ativos;valor_total_protestado;dias_desde_protesto_mais_recente;n_cartorios_distintos
situacao_irregular;12264409000102;12264409;CE;2304400;soja;0.0;0.0;0;0.0;0.0;False;False;195;40000.0;01;2062;04;True;0322101;True;0;2;0;0;0;0;0.0;False;0.0;3077521.0;1;3077521.0;;;;;;;;;;;;;
situacao_irregular;15292950000104;15292950;CE;2306801;soja;0.0;0.0;0;0.0;0.0;False;False;174;20000.0;01;2135;04;True;0322107;True;0;0;0;0;0;0;0.0;False;0.0;;;;;;;;;;;;;;;;
situacao_irregular;12210771000192;12210771;MG;3104007;soja;0.0;0.0;0;0.0;0.0;False;False;194;40000.0;05;2062;04;True;0230600;True;0;2;0;0;0;0;0.0;False;0.0;5242058.55;10;524205.86;5700.52;;3300.0;-0.0451;12500.0;;;;;;;;
situacao_irregular;00494642000194;00494642;MG;3136702;soja;0.0;0.0;0;0.0;0.0;False;False;378;0.0;01;2062;04;True;0322101;True;0;0;0;0;0;0;0.0;False;0.0;;;;;;;;;;;;;;;;
situacao_irregular;00458975000168;00458975;MG;3151503;soja;0.0;0.0;0;0.0;0.0;False;False;380;0.0;01;2135;08;True;0322101;True;0;0;0;0;0;0;0.0;False;0.0;3860765.48;8;482595.68;15355.48;;3000.0;-0.1835;9000.0;;;;;;;;
situacao_irregular;17921252000156;17921252;MG;3155504;soja;0.0;0.0;0;0.0;0.0;False;False;161;20000.0;01;2135;08;True;0210108;True;0;0;0;0;0;0;0.0;False;0.0;17999996.0;4;4499999.0;;;3600.0;-0.0476;12500.0;;;;;;;;
situacao_irregular;17041540000116;17041540;MS;5002803;soja;0.0;0.0;0;0.0;0.0;False;False;167;100000.0;03;2062;04;True;0220902;True;0;1;0;0;0;0;0.0;False;0.0;;;;;;2280.0;-0.2152;13968.0;;;;;;;;
situacao_irregular;03540655000140;03540655;MS;5002704;soja;0.0;0.0;0;0.0;0.0;False;False;608;0.0;05;2062;08;True;0154700;True;0;0;0;0;0;0;0.0;False;0.0;23499316.85;19;1236806.15;3923.49;;3618.0;0.0696;127634.0;;;;;;;;
situacao_irregular;14981101000103;14981101;MT;5107859;soja;0.0;0.0;0;0.0;0.0;False;False;175;50000.0;01;2135;04;True;0161099;True;0;0;0;0;0;0;0.0;False;0.0;28640000.0;3;9546666.67;3306.53;;3768.0;0.0118;313096.0;938.1;-0.1844;9;-0.4536;;;;
situacao_irregular;02506985000157;02506985;MT;5100201;soja;0.0;0.0;0;0.0;0.0;False;False;342;0.0;05;2062;08;True;0151201;True;0;2;2;0;0;0;0.0;False;0.0;;;;;;2400.0;-0.3127;230000.0;898.2;-0.2321;9;-0.3943;;;;
situacao_irregular;04097827000116;04097827;MT;5107040;soja;0.0;0.0;0;0.0;0.0;False;False;311;0.0;01;2062;08;True;0161001;True;0;2;0;0;0;0;0.0;False;0.0;23051218.41;12;1920934.87;3860.92;;3120.0;-0.1116;290000.0;652.8;-0.4238;7;-0.517;;;;
